number,opened_at,resolved_at,closed_at,short_description,description,category,subcategory,priority,urgency,impact,assignment_group,assigned_to,state,reassignment_count,reopen_count,contact_type,cmdb_ci,requesting_department,sla_due,made_sla
INC100075,2025-09-30 07:00:37,2025-10-05 04:53:22,2025-10-06 09:53:22,Service interruption reported,Incident 100075: user reports service portal issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Cloud Operations.,Cloud,Azure,P4,3,3,Cloud Operations,Asha Rao,Closed,0,0,Phone,Generic-App,IT,2025-10-04 07:00:37,True
INC100076,2025-09-26 14:34:47,2025-10-02 18:13:23,2025-10-04 07:13:23,Unexpected error in business application,Incident 100076: user reports aws issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Messaging.,Monitoring,Batch,P3,2,2,Messaging,Vikram Singh,Closed,1,0,Self-service,Business-Service,Sales,2025-09-28 14:34:47,True
INC100077,2025-09-15 10:49:44,2025-09-18 02:00:36,2025-09-18 07:00:36,Batch job failed,Incident 100077: user reports azure issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Mainframe Operations.,Mainframe,JCL,Sev4,3,3,Mainframe Operations,Maya Chen,Closed,0,0,Chat,Shared-Service,Finance,2025-09-19 10:49:44,True
INC100078,2025-09-05 11:20:58,2025-09-08 06:46:14,2025-09-09 09:46:14,Batch job failed,Incident 100078: user reports erp issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Monitoring.,Monitoring,Synthetic Check,Sev4,3,3,Monitoring,Sara Thomas,Closed,0,0,Chat,Shared-Service,Marketing,2025-09-09 11:20:58,True
INC100079,2025-09-01 09:19:54,2025-09-01 22:43:27,2025-09-03 00:43:27,Calendar invitations missing,Incident 100079: user reports service portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Messaging.,Email,Distribution List,P3,2,2,Messaging,Kiran Joshi,Closed,0,0,Chat,Calendar,Customer Support,2025-09-03 09:19:54,True
INC100080,2025-09-30 09:26:43,2025-10-03 18:36:01,2025-10-06 11:36:01,User locked out after failed login,Incident 100080: user reports finance app issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Access,Account Lockout,P3,2,2,Infrastructure,Asha Rao,Closed,3,0,Email,SSO,Engineering,2025-10-02 09:26:43,False
INC100081,2025-09-22 09:02:18,2025-09-29 02:10:09,2025-09-29 19:10:09,pls fix,Incident 100081: user reports vpn issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via chat and was routed to EU Software.,Software,Database Client,P4,3,3,EU Software,Daniel Kim,Closed,0,1,Chat,Office365,Marketing,2025-09-26 09:02:18,True
INC100082,2025-09-15 09:57:59,2025-09-17 21:27:52,2025-09-19 08:27:52,Shared service unavailable,Incident 100082: user reports hr portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via email and was routed to Platform Engineering.,DevOps,Build,Sev4,3,3,Platform Engineering,Nina Patel,Closed,1,0,Email,Business-Service,Customer Support,2025-09-19 09:57:59,True
INC100083,2025-09-22 08:21:12,2025-09-23 00:15:11,2025-09-23 14:15:11,VPN disconnects during login,Incident 100083: user reports hr portal issue. Observed error HTTP-503. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Network Operations.,Network,DNS,P3,2,2,Network Operations,Maya Chen,Closed,0,0,Self-service,Core-Switch,Finance,2025-09-24 08:21:12,True
INC100084,2025-09-08 09:12:43,2025-09-12 12:33:05,2025-09-13 14:33:05,CRM page returns an error,Incident 100084: user reports erp issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via monitoring and was routed to Application Support.,Application,CRM,Sev4,3,3,Application Support,Arjun Mehta,Closed,0,0,Monitoring,CRM-Prod,Sales,2025-09-12 09:12:43,True
INC100085,2025-09-24 18:42:29,2025-09-26 16:32:34,2025-09-28 15:32:34,Wi-Fi drops intermittently,Incident 100085: user reports crm issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Network Operations.,Network,Firewall,Sev3,2,2,Network Operations,Kiran Joshi,Closed,0,0,Chat,Firewall-01,Legal,2025-09-26 18:42:29,True
INC100086,2025-09-29 09:39:26,2025-10-02 12:27:39,2025-10-02 14:27:39,Connection refused by database,Incident 100086: user reports hr portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Database Operations.,Database,Performance,P4,3,3,Database Operations,Priya Nair,Closed,1,0,Self-service,Generic-App,Finance,2025-10-03 09:39:26,True
INC100087,2025-09-16 13:27:17,2025-09-19 19:43:45,2025-09-22 07:43:45,Endpoint security alert raised,Incident 100087: user reports finance app issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Security Operations.,Security,Endpoint Alert,Sev4,3,3,Security Operations,Rahul Shah,Closed,1,0,Self-service,Generic-App,Operations,2025-09-20 13:27:17,True
INC100088,2025-09-04 07:20:04,2025-09-06 21:43:30,2025-09-08 15:43:30,Laptop will not boot,Incident 100088: user reports crm issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to End User Computing.,Hardware,Printer,P4,3,3,End User Computing,Sara Thomas,Closed,0,0,Self-service,Desktop,Sales,2025-09-08 07:20:04,True
INC100089,2025-09-08 08:53:11,2025-09-10 21:32:43,2025-09-13 20:32:43,HR portal unavailable,Incident 100089: user reports crm issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Application Support.,Application,ERP,Sev3,2,2,Application Support,Vikram Singh,Closed,0,0,Phone,CRM-Prod,Operations,2025-09-10 08:53:11,True
INC100090,2025-09-28 08:17:55,2025-09-30 10:19:35,2025-10-01 01:19:35,Batch job failed,Incident 100090: user reports crm issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to Integration Support.,Cloud,AWS,P3,2,2,Integration Support,Daniel Kim,Closed,2,0,Email,Shared-Service,IT,2025-09-30 08:17:55,True
INC100091,2025-09-29 10:53:15,2025-10-01 10:43:54,2025-10-03 04:43:54,pls fix,Incident 100091: user reports hr portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Platform Engineering.,Telephony,Softphone,P3,2,2,Platform Engineering,Asha Rao,Closed,2,0,Phone,Generic-App,Operations,2025-10-01 10:53:15,True
INC100092,2025-09-04 16:04:39,2025-09-06 08:50:31,2025-09-06 09:50:31,Unexpected error in business application,Incident 100092: user reports crm issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via email and was routed to End User Computing.,Printing,Print Quality,P3,2,2,End User Computing,Priya Nair,Closed,0,0,Email,Business-Service,Engineering,2025-09-06 16:04:39,True
INC100093,2025-09-30 12:56:03,2025-10-07 09:54:51,2025-10-08 02:54:51,doesn't work,Incident 100093: user reports hr portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via email and was routed to EU Software.,Software,Endpoint Client,P4,3,3,EU Software,Kiran Joshi,Closed,0,0,Email,Database-Client,Marketing,2025-10-04 12:56:03,True
INC100094,2025-09-11 15:28:35,2025-09-15 07:40:48,2025-09-17 04:40:48,Batch job failed,Incident 100094: user reports finance app issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Service Desk.,Specialty Apps,Design Tool,Sev4,3,3,Service Desk,Nina Patel,Closed,0,1,Chat,Shared-Service,Finance,2025-09-15 15:28:35,True
INC100095,2025-09-09 09:41:33,2025-09-12 14:28:31,2025-09-13 01:28:31,Office application crashes,Incident 100095: user reports finance app issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to EU Software.,Software,OS,P4,3,3,EU Software,Vikram Singh,Closed,1,0,Self-service,Database-Client,IT,2025-09-13 09:41:33,True
INC100096,2025-09-14 08:47:59,2025-09-18 04:02:08,2025-09-19 21:02:08,Database access denied,Incident 100096: user reports crm issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Database Operations.,Database,Oracle,Sev4,3,3,Database Operations,Maya Chen,Closed,0,0,Chat,Generic-App,Operations,2025-09-18 08:47:59,True
INC100097,2025-09-15 10:21:20,2025-09-17 10:04:52,2025-09-20 06:04:52,Shared service unavailable,Incident 100097: user reports azure issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Infrastructure.,Virtualization,Hypervisor,P4,3,3,Infrastructure,Nina Patel,Closed,0,0,Email,Shared-Service,Engineering,2025-09-19 10:21:20,True
INC100098,2025-09-15 08:33:56,2025-09-18 23:34:50,2025-09-21 13:34:50,VPN disconnects during login,Incident 100098: user reports vpn issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via email and was routed to Network Operations.,Network,VPN,P4,3,3,Network Operations,Asha Rao,Closed,0,0,Email,DNS-Cluster,Operations,2025-09-19 08:33:56,True
INC100099,2025-09-29 10:32:58,2025-09-29 15:58:43,2025-09-30 16:58:43,urgent,Incident 100099: user reports exchange issue. Observed error ERR-1042. Impact appears limited to the requesting department. Ticket originated via chat and was routed to EU Software.,Security,Endpoint Alert,P2,1,2,EU Software,Arjun Mehta,Closed,1,0,Chat,Shared-Service,Finance,2025-09-29 22:32:58,True
INC100100,2025-09-29 11:07:04,2025-10-04 06:14:13,2025-10-06 16:14:13,Shared service unavailable,Incident 100100: user reports finance app issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via self-service and was routed to Infrastructure.,Virtualization,Resource,P4,3,3,Infrastructure,Sara Thomas,Closed,0,1,Self-service,Shared-Service,Customer Support,2025-10-03 11:07:04,True
INC100101,2025-09-24 10:05:02,2025-10-01 14:47:39,2025-10-02 02:47:39,Shared service unavailable,Incident 100101: user reports service portal issue. Observed error DB-1205. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Monitoring.,Monitoring,Batch,P4,3,3,Monitoring,Vikram Singh,Closed,0,0,Phone,Shared-Service,Sales,2025-09-28 10:05:02,True
INC100102,2025-09-25 08:58:02,2025-09-28 04:35:24,2025-10-01 01:35:24,Service interruption reported,Incident 100102: user reports finance app issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via chat and was routed to End User Computing.,Storage,NAS,Sev4,3,3,End User Computing,Kiran Joshi,Closed,1,0,Chat,Generic-App,Finance,2025-09-29 08:58:02,True
INC100103,2025-09-11 09:56:35,2025-09-14 13:54:37,2025-09-14 19:54:37,Desktop freezes during startup,Incident 100103: user reports aws issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Platform Engineering.,Hardware,Mobile Device,P3,2,2,Platform Engineering,Rahul Shah,Closed,2,0,Chat,Printer,Operations,2025-09-13 09:56:35,True
INC100104,2025-09-09 11:27:10,2025-09-10 13:22:45,2025-09-12 01:22:45,Service interruption reported,Incident 100104: user reports hr portal issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via walk-up and was routed to Service Desk.,Robotics,Warehouse Robot,P3,2,2,Service Desk,Asha Rao,Closed,0,0,Walk-up,Business-Service,Marketing,2025-09-11 11:27:10,True
INC100105,2025-09-29 09:22:42,2025-10-07 10:34:23,2025-10-07 12:34:23,Service interruption reported,Incident 100105: user reports exchange issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Service Desk.,Virtualization,VM,Sev4,3,3,Service Desk,Nina Patel,Closed,2,1,Phone,Business-Service,Operations,2025-10-03 09:22:42,False
INC100106,2025-09-27 17:56:24,2025-09-30 13:58:31,2025-10-02 19:58:31,Security policy blocks action,Incident 100106: user reports crm issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via email and was routed to Security Operations.,Security,Endpoint Alert,P4,3,3,Security Operations,Nina Patel,Closed,0,0,Email,Business-Service,HR,2025-10-01 17:56:24,True
INC100107,2025-09-18 10:21:13,,2025-09-20 00:57:27,Database access denied,Incident 100107: user reports crm issue. Observed error DNS-003. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Database Operations.,Database,Oracle,Sev2,1,2,Database Operations,Arjun Mehta,Open,1,1,Phone,Shared-Service,Customer Support,2025-09-18 22:21:13,True
INC100108,2025-09-23 09:33:57,2025-09-28 19:58:54,2025-09-29 17:58:54,Service interruption reported,Incident 100108: user reports hr portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Infrastructure.,Virtualization,VMware Tools,Sev4,3,3,Infrastructure,Arjun Mehta,Closed,0,0,Chat,Business-Service,Engineering,2025-09-27 09:33:57,True
INC100109,2025-09-20 12:49:04,2025-09-24 02:20:51,2025-09-25 07:20:51,Firewall blocks application traffic,Incident 100109: user reports vpn issue. Observed error TIMEOUT-408. Impact appears limited to the requesting department. Ticket originated via chat and was routed to Network Operations.,Network,LAN,Sev4,3,3,Network Operations,Nina Patel,Closed,0,1,Chat,DNS-Cluster,Finance,2025-09-24 12:49:04,True
INC100110,2025-09-24 08:20:00,2025-09-25 19:44:57,2025-09-27 18:44:57,ERP transaction fails,Incident 100110: user reports service portal issue. Observed error APP-771. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Application Support.,Application,Service Portal,P3,2,2,Application Support,Sara Thomas,Closed,0,0,Phone,CRM-Prod,HR,2025-09-26 08:20:00,True
INC100111,2025-09-07 10:06:45,,2025-09-11 13:32:57,HR portal unavailable,Incident 100111: user reports finance app issue. Observed error AUTH-401. Impact appears limited to the requesting department. Ticket originated via phone and was routed to Cloud Operations.,Application,HR Portal,P3,2,2,Cloud Operations,Asha Rao,In Progress,2,0,Phone,ERP-Prod,Sales,2025-09-09 10:06:45,True
